id,name,dataset,time_limit,memory_limit,rating,tags,complexity
p02607,AIsing Programming Contest 2020 - An Odd Problem,AtCoder,2000,1048576,,,
p02608,AIsing Programming Contest 2020 - XYZ Triplets,AtCoder,2000,1048576,,,
p02609,AIsing Programming Contest 2020 - Anything Goes to Zero,AtCoder,2000,1048576,,,
p02610,AIsing Programming Contest 2020 - Camel Train,AtCoder,2000,1048576,,,
p02611,AIsing Programming Contest 2020 - Two Snuke,AtCoder,2000,1048576,,,
p02612,AtCoder Beginner Contest 173 - Payment,AtCoder,2000,1048576,,,
p02613,AtCoder Beginner Contest 173 - Judge Status Summary,AtCoder,2000,1048576,,,
p02614,AtCoder Beginner Contest 173 - H and V,AtCoder,1000,1048576,,,
p02615,AtCoder Beginner Contest 173 - Chat in a Circle,AtCoder,2000,1048576,,,
p02616,AtCoder Beginner Contest 173 - Multiplication 4,AtCoder,2000,1048576,,,
p02617,AtCoder Beginner Contest 173 - Intervals on Tree,AtCoder,2000,1048576,,,
p02618,Introduction to Heuristics Contest - AtCoder Contest Scheduling,AtCoder,2000,1048576,,,
p02619,Introduction to Heuristics Contest - Scoring,AtCoder,2000,1048576,,,
p02620,Introduction to Heuristics Contest - Incremental Scoring,AtCoder,2000,1048576,,,
p02621,AtCoder Beginner Contest 172 - Calc,AtCoder,2000,1048576,,,
p02622,AtCoder Beginner Contest 172 - Minor Change,AtCoder,2000,1048576,,,
p02623,AtCoder Beginner Contest 172 - Tsundoku,AtCoder,2000,1048576,,,
p02624,AtCoder Beginner Contest 172 - Sum of Divisors,AtCoder,3000,1048576,,,
p02625,AtCoder Beginner Contest 172 - NEQ,AtCoder,2000,1048576,,,
p02626,AtCoder Beginner Contest 172 - Unfair Nim,AtCoder,2000,1048576,,,
p02627,AtCoder Beginner Contest 171 - αlphabet,AtCoder,2000,1048576,,,
p02628,AtCoder Beginner Contest 171 - Mix Juice,AtCoder,2000,1048576,,,
p02629,AtCoder Beginner Contest 171 - One Quadrillion and One Dalmatians,AtCoder,2000,1048576,,,
p02630,AtCoder Beginner Contest 171 - Replacing,AtCoder,2000,1048576,,,
p02631,AtCoder Beginner Contest 171 - Red Scarf,AtCoder,2000,1048576,,,
p02632,AtCoder Beginner Contest 171 - Strivore,AtCoder,2000,1048576,,,
p02633,AtCoder Grand Contest 046 - Takahashikun  The Strider,AtCoder,2000,1048576,,,
p02634,AtCoder Grand Contest 046 - Extension,AtCoder,2000,1048576,,,
p02635,AtCoder Grand Contest 046 - Shift,AtCoder,3000,1048576,,,
p02636,AtCoder Grand Contest 046 - Secret Passage,AtCoder,2000,1048576,,,
p02637,AtCoder Grand Contest 046 - Permutation Cover,AtCoder,2000,1048576,,,
p02638,AtCoder Grand Contest 046 - Forbidden Tournament,AtCoder,4000,1048576,,,
p02639,AtCoder Beginner Contest 170 - Five Variables,AtCoder,2000,1048576,,,
p02640,AtCoder Beginner Contest 170 - Crane and Turtle,AtCoder,2000,1048576,,,
p02641,AtCoder Beginner Contest 170 - Forbidden List,AtCoder,2000,1048576,,,
p02642,AtCoder Beginner Contest 170 - Not Divisible,AtCoder,2000,1048576,,,
p02643,AtCoder Beginner Contest 170 - Smart Infants,AtCoder,3500,1048576,,,
p02644,AtCoder Beginner Contest 170 - Pond Skater,AtCoder,3000,1048576,,,
p02645,Tokio Marine & Nichido Fire Insurance Programming Contest 2020 - Nickname,AtCoder,2000,1048576,,,
p02646,Tokio Marine & Nichido Fire Insurance Programming Contest 2020 - Tag,AtCoder,2000,1048576,,,
p02647,Tokio Marine & Nichido Fire Insurance Programming Contest 2020 - Lamps,AtCoder,2000,1048576,,,
p02648,Tokio Marine & Nichido Fire Insurance Programming Contest 2020 - Knapsack Queries on a tree,AtCoder,3000,1048576,,,
p02649,Tokio Marine & Nichido Fire Insurance Programming Contest 2020 - O(rand),AtCoder,3000,1048576,,,
p02650,Tokio Marine & Nichido Fire Insurance Programming Contest 2020 - Triangles,AtCoder,4000,1048576,,,
p02651,AtCoder Grand Contest 045 - Xor Battle,AtCoder,2000,1048576,,,
p02652,AtCoder Grand Contest 045 - 01 Unbalanced,AtCoder,2000,1048576,,,
p02653,AtCoder Grand Contest 045 - Range Set,AtCoder,2000,1048576,,,
p02654,AtCoder Grand Contest 045 - Lamps and Buttons,AtCoder,3000,1048576,,,
p02655,AtCoder Grand Contest 045 - Fragile Balls,AtCoder,2000,1048576,,,
p02656,AtCoder Grand Contest 045 - Division into Multiples,AtCoder,2000,1048576,,,
p02657,AtCoder Beginner Contest 169 - Multiplication 1,AtCoder,2000,1048576,,,
p02658,AtCoder Beginner Contest 169 - Multiplication 2,AtCoder,2000,1048576,,,
p02659,AtCoder Beginner Contest 169 - Multiplication 3,AtCoder,2000,1048576,,,
p02660,AtCoder Beginner Contest 169 - Div Game,AtCoder,2000,1048576,,,
p02661,AtCoder Beginner Contest 169 - Count Median,AtCoder,2000,1048576,,,
p02662,AtCoder Beginner Contest 169 - Knapsack for All Subsets,AtCoder,2000,1048576,,,
p02663,NOMURA Programming Competition 2020 - Study Scheduling,AtCoder,2000,1048576,,,
p02664,NOMURA Programming Competition 2020 - Postdocs,AtCoder,2000,1048576,,,
p02665,NOMURA Programming Competition 2020 - Folia,AtCoder,2000,1048576,,,
p02666,NOMURA Programming Competition 2020 - Urban Planning,AtCoder,2000,1048576,,,
p02667,NOMURA Programming Competition 2020 - Binary Programming,AtCoder,2000,1048576,,,
p02668,NOMURA Programming Competition 2020 - Sorting Game,AtCoder,3000,1048576,,,
p02669,AtCoder Grand Contest 044 - Pay to Win,AtCoder,2000,1048576,,,
p02670,AtCoder Grand Contest 044 - Joker,AtCoder,2000,1048576,,,
p02671,AtCoder Grand Contest 044 - Strange Dance,AtCoder,2000,1048576,,,
p02672,AtCoder Grand Contest 044 - Guess the Password,AtCoder,2000,1048576,,,
p02673,AtCoder Grand Contest 044 - Random Pawn,AtCoder,2000,1048576,,,
p02674,AtCoder Grand Contest 044 - Name-Preserving Clubs,AtCoder,2000,1048576,,,
p02675,AtCoder Beginner Contest 168 - ∴ (Therefore),AtCoder,2000,1048576,,,
p02676,AtCoder Beginner Contest 168 - ... (Triple Dots),AtCoder,2000,1048576,,,
p02677,AtCoder Beginner Contest 168 - : (Colon),AtCoder,2000,1048576,,,
p02678,AtCoder Beginner Contest 168 - .. (Double Dots),AtCoder,2000,1048576,,,
p02679,AtCoder Beginner Contest 168 - ∙ (Bullet),AtCoder,2000,1048576,,,
p02680,AtCoder Beginner Contest 168 - . (Single Dot),AtCoder,3000,1048576,,,
p02681,AtCoder Beginner Contest 167 - Registration,AtCoder,2000,1048576,,,
p02682,AtCoder Beginner Contest 167 - Easy Linear Programming,AtCoder,2000,1048576,,,
p02683,AtCoder Beginner Contest 167 - Skill Up,AtCoder,2000,1048576,,,
p02684,AtCoder Beginner Contest 167 - Teleporter,AtCoder,2000,1048576,,,
p02685,AtCoder Beginner Contest 167 - Colorful Blocks,AtCoder,2000,1048576,,,
p02686,AtCoder Beginner Contest 167 - Bracket Sequencing,AtCoder,2000,1048576,,,
p02687,AtCoder Beginner Contest 166 - A?C,AtCoder,2000,1048576,,,
p02688,AtCoder Beginner Contest 166 - Trick or Treat,AtCoder,2000,1048576,,,
p02689,AtCoder Beginner Contest 166 - Peaks,AtCoder,2000,1048576,,,
p02690,AtCoder Beginner Contest 166 - I hate Factorization,AtCoder,2000,1048576,,,
p02691,AtCoder Beginner Contest 166 - This Message Will Self-Destruct in 5s,AtCoder,2000,1048576,,,
p02692,AtCoder Beginner Contest 166 - Three Variables Game,AtCoder,2000,1048576,,,
p02693,AtCoder Beginner Contest 165 - We Love Golf,AtCoder,2000,1048576,,,
p02694,AtCoder Beginner Contest 165 - 1%,AtCoder,2000,1048576,,,
p02695,AtCoder Beginner Contest 165 - Many Requirements,AtCoder,2000,1048576,,,
p02696,AtCoder Beginner Contest 165 - Floor Function,AtCoder,2000,1048576,,,
p02697,AtCoder Beginner Contest 165 - Rotation Matching,AtCoder,2000,1048576,,,
p02698,AtCoder Beginner Contest 165 - LIS on Tree,AtCoder,2000,1048576,,,
p02699,AtCoder Beginner Contest 164 - Sheep and Wolves,AtCoder,2000,1048576,,,
p02700,AtCoder Beginner Contest 164 - Battle,AtCoder,2000,1048576,,,
p02701,AtCoder Beginner Contest 164 - gacha,AtCoder,2000,1048576,,,
p02702,AtCoder Beginner Contest 164 - Multiple of 2019,AtCoder,2000,1048576,,,
p02703,AtCoder Beginner Contest 164 - Two Currencies,AtCoder,2000,1048576,,,
p02704,AtCoder Beginner Contest 164 - I hate Matrix Construction,AtCoder,2000,1048576,,,
p02705,AtCoder Beginner Contest 163 - Circle Pond,AtCoder,2000,1048576,,,
p02706,AtCoder Beginner Contest 163 - Homework,AtCoder,2000,1048576,,,
p02707,AtCoder Beginner Contest 163 - management,AtCoder,2000,1048576,,,
p02708,AtCoder Beginner Contest 163 - Sum of Large Numbers,AtCoder,2000,1048576,,,
p02709,AtCoder Beginner Contest 163 - Active Infants,AtCoder,2000,1048576,,,
p02710,AtCoder Beginner Contest 163 - path pass i,AtCoder,2000,1048576,,,
p02711,AtCoder Beginner Contest 162 - Lucky 7,AtCoder,2000,1048576,,,
p02712,AtCoder Beginner Contest 162 - FizzBuzz Sum,AtCoder,2000,1048576,,,
p02713,AtCoder Beginner Contest 162 - Sum of gcd of Tuples (Easy),AtCoder,2000,1048576,,,
p02714,AtCoder Beginner Contest 162 - RGB Triplets,AtCoder,2000,1048576,,,
p02715,AtCoder Beginner Contest 162 - Sum of gcd of Tuples (Hard),AtCoder,2000,1048576,,,
p02716,AtCoder Beginner Contest 162 - Select Half,AtCoder,2000,1048576,,,
p02717,AtCoder Beginner Contest 161 - ABC Swap,AtCoder,2000,1048576,,,
p02718,AtCoder Beginner Contest 161 - Popular Vote,AtCoder,2000,1048576,,,
p02719,AtCoder Beginner Contest 161 - Replacing Integer,AtCoder,2000,1048576,,,
p02720,AtCoder Beginner Contest 161 - Lunlun Number,AtCoder,2000,1048576,,,
p02721,AtCoder Beginner Contest 161 - Yutori,AtCoder,2000,1048576,,,
p02722,AtCoder Beginner Contest 161 - Division or Subtraction,AtCoder,2000,1048576,,,
p02723,AtCoder Beginner Contest 160 - Coffee,AtCoder,2000,1048576,,,
p02724,AtCoder Beginner Contest 160 - Golden Coins,AtCoder,2000,1048576,,,
p02725,AtCoder Beginner Contest 160 - Traveling Salesman around Lake,AtCoder,2000,1048576,,,
p02726,AtCoder Beginner Contest 160 - Line++,AtCoder,2000,1048576,,,
p02727,AtCoder Beginner Contest 160 - Red and Green Apples,AtCoder,2000,1048576,,,
p02728,AtCoder Beginner Contest 160 - Distributing Integers,AtCoder,3000,1048576,,,
p02729,AtCoder Beginner Contest 159 - The Number of Even Pairs,AtCoder,2000,1048576,,,
p02730,AtCoder Beginner Contest 159 - String Palindrome,AtCoder,2000,1048576,,,
p02731,AtCoder Beginner Contest 159 - Maximum Volume,AtCoder,2000,1048576,,,
p02732,AtCoder Beginner Contest 159 - Banned K,AtCoder,2000,1048576,,,
p02733,AtCoder Beginner Contest 159 - Dividing Chocolate,AtCoder,2000,1048576,,,
p02734,AtCoder Beginner Contest 159 - Knapsack for All Segments,AtCoder,2000,1048576,,,
p02735,AtCoder Grand Contest 043 - Range Flip Find Route,AtCoder,2000,1048576,,,
p02736,AtCoder Grand Contest 043 - 123 Triangle,AtCoder,2000,1048576,,,
p02737,AtCoder Grand Contest 043 - Giant Graph,AtCoder,2000,1048576,,,
p02738,AtCoder Grand Contest 043 - Merge Triplets,AtCoder,6000,1048576,,,
p02739,AtCoder Grand Contest 043 - Topology,AtCoder,2000,1048576,,,
p02740,AtCoder Grand Contest 043 - Jewelry Box,AtCoder,4000,1048576,,,
p02741,Panasonic Programming Contest 2020 - Kth Term,AtCoder,2000,1048576,,,
p02742,Panasonic Programming Contest 2020 - Bishop,AtCoder,2000,1048576,,,
p02743,Panasonic Programming Contest 2020 - Sqrt Inequality,AtCoder,2000,1048576,,,
p02744,Panasonic Programming Contest 2020 - String Equivalence,AtCoder,2000,1048576,,,
p02745,Panasonic Programming Contest 2020 - Three Substrings,AtCoder,2000,1048576,,,
p02746,Panasonic Programming Contest 2020 - Fractal Shortest Path,AtCoder,2000,1048576,,,
p02747,Social Infrastructure Information Systems Division  Hitachi Programming Contest 2020 - Hitachi String,AtCoder,2000,1048576,,,
p02748,Social Infrastructure Information Systems Division  Hitachi Programming Contest 2020 - Nice Shopping,AtCoder,2000,1048576,,,
p02749,Social Infrastructure Information Systems Division  Hitachi Programming Contest 2020 - ThREE,AtCoder,2000,1048576,,,
p02750,Social Infrastructure Information Systems Division  Hitachi Programming Contest 2020 - Manga Market,AtCoder,2000,1048576,,,
p02751,Social Infrastructure Information Systems Division  Hitachi Programming Contest 2020 - Odd Sum Rectangles,AtCoder,2000,1048576,,,
p02752,Social Infrastructure Information Systems Division  Hitachi Programming Contest 2020 - Preserve Diameter,AtCoder,4000,1048576,,,
p02753,AtCoder Beginner Contest 158 - Station and Bus,AtCoder,2000,1048576,,,
p02754,AtCoder Beginner Contest 158 - Count Balls,AtCoder,2000,1048576,,,
p02755,AtCoder Beginner Contest 158 - Tax Increase,AtCoder,2000,1048576,,,
p02756,AtCoder Beginner Contest 158 - String Formation,AtCoder,2000,1048576,,,
p02757,AtCoder Beginner Contest 158 - Divisible Substring,AtCoder,2000,1048576,,,
p02758,AtCoder Beginner Contest 158 - Removing Robots,AtCoder,2000,1048576,,,
p02759,AtCoder Beginner Contest 157 - Duplex Printing,AtCoder,2000,1048576,,,
p02760,AtCoder Beginner Contest 157 - Bingo,AtCoder,2000,1048576,,,
p02761,AtCoder Beginner Contest 157 - Guess The Number,AtCoder,2000,1048576,,,
p02762,AtCoder Beginner Contest 157 - Friend Suggestions,AtCoder,2000,1048576,,,
p02763,AtCoder Beginner Contest 157 - Simple String Queries,AtCoder,2000,1048576,,,
p02764,AtCoder Beginner Contest 157 - Yakiniku Optimization Problem,AtCoder,2000,1048576,,,
p02765,AtCoder Beginner Contest 156 - Beginner,AtCoder,2000,1048576,,,
p02766,AtCoder Beginner Contest 156 - Digits,AtCoder,2000,1048576,,,
p02767,AtCoder Beginner Contest 156 - Rally,AtCoder,2000,1048576,,,
p02768,AtCoder Beginner Contest 156 - Bouquet,AtCoder,2000,1048576,,,
p02769,AtCoder Beginner Contest 156 - Roaming,AtCoder,2000,1048576,,,
p02770,AtCoder Beginner Contest 156 - Modularness,AtCoder,2000,1048576,,,
p02771,AtCoder Beginner Contest 155 - Poor,AtCoder,2000,1048576,,,
p02772,AtCoder Beginner Contest 155 - Papers  Please,AtCoder,2000,1048576,,,
p02773,AtCoder Beginner Contest 155 - Poll,AtCoder,2000,1048576,,,
p02774,AtCoder Beginner Contest 155 - Pairs,AtCoder,2000,1048576,,,
p02775,AtCoder Beginner Contest 155 - Payment,AtCoder,2000,1048576,,,
p02776,AtCoder Beginner Contest 155 - Perils in Parallel,AtCoder,2000,1048576,,,
p02777,AtCoder Beginner Contest 154 - Remaining Balls,AtCoder,2000,1048576,,,
p02778,AtCoder Beginner Contest 154 - I miss you...,AtCoder,2000,1048576,,,
p02779,AtCoder Beginner Contest 154 - Distinct or Not,AtCoder,2000,1048576,,,
p02780,AtCoder Beginner Contest 154 - Dice in Line,AtCoder,2000,1048576,,,
p02781,AtCoder Beginner Contest 154 - Almost Everywhere Zero,AtCoder,2000,1048576,,,
p02782,AtCoder Beginner Contest 154 - Many Many Paths,AtCoder,2000,1048576,,,
p02783,AtCoder Beginner Contest 153 - Serval vs Monster,AtCoder,2000,1048576,,,
p02784,AtCoder Beginner Contest 153 - Common Raccoon vs Monster,AtCoder,2000,1048576,,,
p02785,AtCoder Beginner Contest 153 - Fennec vs Monster,AtCoder,2000,1048576,,,
p02786,AtCoder Beginner Contest 153 - Caracal vs Monster,AtCoder,2000,1048576,,,
p02787,AtCoder Beginner Contest 153 - Crested Ibis vs Monster,AtCoder,2000,1048576,,,
p02788,AtCoder Beginner Contest 153 - Silver Fox vs Monster,AtCoder,2000,1048576,,,
p02789,AtCoder Beginner Contest 152 - AC or WA,AtCoder,2000,1048576,,,
p02790,AtCoder Beginner Contest 152 - Comparing Strings,AtCoder,2000,1048576,,,
p02791,AtCoder Beginner Contest 152 - Low Elements,AtCoder,2000,1048576,,,
p02792,AtCoder Beginner Contest 152 - Handstand 2,AtCoder,2000,1048576,,,
p02793,AtCoder Beginner Contest 152 - Flatten,AtCoder,2000,1048576,,,
p02794,AtCoder Beginner Contest 152 - Tree and Constraints,AtCoder,4000,1048576,,,
p02795,Keyence Programming Contest 2020 - Painting,AtCoder,2000,1048576,,,
p02796,Keyence Programming Contest 2020 - Robot Arms,AtCoder,2000,1048576,,,
p02797,Keyence Programming Contest 2020 - Subarray Sum,AtCoder,2000,1048576,,,
p02798,Keyence Programming Contest 2020 - Swap and Flip,AtCoder,2000,1048576,,,
p02799,Keyence Programming Contest 2020 - Bichromization,AtCoder,2000,1048576,,,
p02800,Keyence Programming Contest 2020 - Monochromization,AtCoder,2000,1048576,,,
p02801,AtCoder Beginner Contest 151 - Next Alphabet,AtCoder,2000,1048576,,,
p02802,AtCoder Beginner Contest 151 - Welcome to AtCoder,AtCoder,2000,1048576,,,
p02803,AtCoder Beginner Contest 151 - Maze Master,AtCoder,2000,1048576,,,
p02804,AtCoder Beginner Contest 151 - Max-Min Sums,AtCoder,2000,1048576,,,
p02805,AtCoder Beginner Contest 151 - Enclose All,AtCoder,2000,1048576,,,
p02806,Dwango Programming Contest 6th - Falling Asleep,AtCoder,2525,1048576,,,
p02807,Dwango Programming Contest 6th - Fusing Slimes,AtCoder,2525,1048576,,,
p02808,Dwango Programming Contest 6th - Cookie Distribution,AtCoder,2525,1048576,,,
p02809,Dwango Programming Contest 6th - Arrangement,AtCoder,2525,1048576,,,
p02810,Dwango Programming Contest 6th - Span Covering,AtCoder,2525,1048576,,,
p02811,AtCoder Beginner Contest 150 - 500 Yen Coins,AtCoder,2000,1048576,,,
p02812,AtCoder Beginner Contest 150 - Count ABC,AtCoder,2000,1048576,,,
p02813,AtCoder Beginner Contest 150 - Count Order,AtCoder,2000,1048576,,,
p02814,AtCoder Beginner Contest 150 - Semi Common Multiple,AtCoder,2000,1048576,,,
p02815,AtCoder Beginner Contest 150 - Change a Little Bit,AtCoder,2000,1048576,,,
p02816,AtCoder Beginner Contest 150 - Xor Shift,AtCoder,2000,1048576,,,
p02817,AtCoder Beginner Contest 149 - Strings,AtCoder,2000,1048576,,,
p02818,AtCoder Beginner Contest 149 - Greedy Takahashi,AtCoder,2000,1048576,,,
p02819,AtCoder Beginner Contest 149 - Next Prime,AtCoder,2000,1048576,,,
p02820,AtCoder Beginner Contest 149 - Prediction and Restriction,AtCoder,2000,1048576,,,
p02821,AtCoder Beginner Contest 149 - Handshake,AtCoder,2000,1048576,,,
p02822,AtCoder Beginner Contest 149 - Surrounded Nodes,AtCoder,2000,1048576,,,
p02823,AtCoder Grand Contest 041 - Table Tennis Training,AtCoder,2000,1048576,,,
p02824,AtCoder Grand Contest 041 - Voting Judges,AtCoder,2000,1048576,,,
p02825,AtCoder Grand Contest 041 - Domino Quality,AtCoder,2000,1048576,,,
p02826,AtCoder Grand Contest 041 - Problem Scores,AtCoder,2000,1048576,,,
p02827,AtCoder Grand Contest 041 - Balancing Network,AtCoder,2000,1048576,,,
p02828,AtCoder Grand Contest 041 - Histogram Rooks,AtCoder,4000,1048576,,,
p02829,AtCoder Beginner Contest 148 - Round One,AtCoder,2000,1048576,,,
p02830,AtCoder Beginner Contest 148 - Strings with the Same Length,AtCoder,2000,1048576,,,
p02831,AtCoder Beginner Contest 148 - Snack,AtCoder,2000,1048576,,,
p02832,AtCoder Beginner Contest 148 - Brick Break,AtCoder,2000,1048576,,,
p02833,AtCoder Beginner Contest 148 - Double Factorial,AtCoder,2000,1048576,,,
p02834,AtCoder Beginner Contest 148 - Playing Tag on Tree,AtCoder,2000,1048576,,,
p02835,AtCoder Beginner Contest 147 - Blackjack,AtCoder,2000,1048576,,,
p02836,AtCoder Beginner Contest 147 - Palindrome-philia,AtCoder,2000,1048576,,,
p02837,AtCoder Beginner Contest 147 - HonestOrUnkind2,AtCoder,2000,1048576,,,
p02838,AtCoder Beginner Contest 147 - Xor Sum 4,AtCoder,2000,1048576,,,
p02839,AtCoder Beginner Contest 147 - Balanced Path,AtCoder,2000,1048576,,,
p02840,AtCoder Beginner Contest 147 - Sum Difference,AtCoder,2000,1048576,,,
p02841,Sumitomo Mitsui Trust Bank Programming Contest 2019 - November 30,AtCoder,2000,1048576,,,
p02842,Sumitomo Mitsui Trust Bank Programming Contest 2019 - Tax Rate,AtCoder,2000,1048576,,,
p02843,Sumitomo Mitsui Trust Bank Programming Contest 2019 - 100 to 105,AtCoder,2000,1048576,,,
p02844,Sumitomo Mitsui Trust Bank Programming Contest 2019 - Lucky PIN,AtCoder,2000,1048576,,,
p02845,Sumitomo Mitsui Trust Bank Programming Contest 2019 - Colorful Hats 2,AtCoder,2000,1048576,,,
p02846,Sumitomo Mitsui Trust Bank Programming Contest 2019 - Interval Running,AtCoder,2000,1048576,,,
p02847,AtCoder Beginner Contest 146 - Can't Wait for Holiday,AtCoder,2000,1048576,,,
p02848,AtCoder Beginner Contest 146 - ROT N,AtCoder,2000,1048576,,,
p02849,AtCoder Beginner Contest 146 - Buy an Integer,AtCoder,2000,1048576,,,
p02850,AtCoder Beginner Contest 146 - Coloring Edges on Tree,AtCoder,2000,1048576,,,
p02851,AtCoder Beginner Contest 146 - Rem of Sum is Num,AtCoder,2000,1048576,,,
p02852,AtCoder Beginner Contest 146 - Sugoroku,AtCoder,2000,1048576,,,
p02853,DISCO Presents Discovery Channel Code Contest 2020 Qual - DDCC Finals,AtCoder,2000,1048576,,,
p02854,DISCO Presents Discovery Channel Code Contest 2020 Qual - Iron Bar Cutting,AtCoder,2000,1048576,,,
p02855,DISCO Presents Discovery Channel Code Contest 2020 Qual - Strawberry Cakes,AtCoder,2000,1048576,,,
p02856,DISCO Presents Discovery Channel Code Contest 2020 Qual - Digit Sum Replace,AtCoder,2000,1048576,,,
p02857,DISCO Presents Discovery Channel Code Contest 2020 Qual - Majority of Balls,AtCoder,2000,1048576,,,
p02858,DISCO Presents Discovery Channel Code Contest 2020 Qual - DISCOSMOS,AtCoder,2000,1048576,,,
p02859,AtCoder Beginner Contest 145 - Circle,AtCoder,2000,1048576,,,
p02860,AtCoder Beginner Contest 145 - Echo,AtCoder,2000,1048576,,,
p02861,AtCoder Beginner Contest 145 - Average Length,AtCoder,2000,1048576,,,
p02862,AtCoder Beginner Contest 145 - Knight,AtCoder,2000,1048576,,,
p02863,AtCoder Beginner Contest 145 - All-you-can-eat,AtCoder,2000,1048576,,,
p02864,AtCoder Beginner Contest 145 - Laminate,AtCoder,2000,1048576,,,
p02865,NIKKEI Programming Contest 2019-2 - Sum of Two Integers,AtCoder,2000,1048576,,,
p02866,NIKKEI Programming Contest 2019-2 - Counting of Trees,AtCoder,2000,1048576,,,
p02867,NIKKEI Programming Contest 2019-2 - Swaps,AtCoder,2000,1048576,,,
p02868,NIKKEI Programming Contest 2019-2 - Shortest Path on a Line,AtCoder,2000,1048576,,,
p02869,NIKKEI Programming Contest 2019-2 - Non-triangular Triplets,AtCoder,2000,1048576,,,
p02870,NIKKEI Programming Contest 2019-2 - Mirror Frame,AtCoder,2000,1048576,,,
p02871,Hitachi Hokudai Labo & Hokkaido University Contest 2019-1 - Problem A,AtCoder,30000,1048576,,,
p02872,Hitachi Hokudai Labo & Hokkaido University Contest 2019-1 - Problem B,AtCoder,30000,1048576,,,
p02873,AtCoder Grand Contest 040 - ><,AtCoder,2000,1048576,,,
p02874,AtCoder Grand Contest 040 - Two Contests,AtCoder,2000,1048576,,,
p02875,AtCoder Grand Contest 040 - Neither AB nor BA,AtCoder,4000,1048576,,,
p02876,AtCoder Grand Contest 040 - Balance Beam,AtCoder,2000,1048576,,,
p02877,AtCoder Grand Contest 040 - Prefix Suffix Addition,AtCoder,2000,1048576,,,
p02878,AtCoder Grand Contest 040 - Two Pieces,AtCoder,4000,1048576,,,
p02879,AtCoder Beginner Contest 144 - 9x9,AtCoder,2000,1048576,,,
p02880,AtCoder Beginner Contest 144 - 81,AtCoder,2000,1048576,,,
p02881,AtCoder Beginner Contest 144 - Walk on Multiplication Table,AtCoder,2000,1048576,,,
p02882,AtCoder Beginner Contest 144 - Water Bottle,AtCoder,2000,1048576,,,
p02883,AtCoder Beginner Contest 144 - Gluttony,AtCoder,2000,1048576,,,
p02884,AtCoder Beginner Contest 144 - Fork in the Road,AtCoder,2000,1048576,,,
p02885,AtCoder Beginner Contest 143 - Curtain,AtCoder,2000,1048576,,,
p02886,AtCoder Beginner Contest 143 - TAKOYAKI FESTIVAL 2019,AtCoder,2000,1048576,,,
p02887,AtCoder Beginner Contest 143 - Slimes,AtCoder,2000,1048576,,,
p02888,AtCoder Beginner Contest 143 - Triangles,AtCoder,2000,1048576,,,
p02889,AtCoder Beginner Contest 143 - Travel by Car,AtCoder,2000,1048576,,,
p02890,AtCoder Beginner Contest 143 - Distinct Numbers,AtCoder,2000,1048576,,,
p02891,AtCoder Grand Contest 039 - Connection and Disconnection,AtCoder,2000,1048576,,,
p02892,AtCoder Grand Contest 039 - Graph Partition,AtCoder,2000,1048576,,,
p02893,AtCoder Grand Contest 039 - Division by Two with Something,AtCoder,2000,1048576,,,
p02894,AtCoder Grand Contest 039 - Incenters,AtCoder,4000,1048576,,,
p02895,AtCoder Grand Contest 039 - Pairing Points,AtCoder,2000,1048576,,,
p02896,AtCoder Grand Contest 039 - Min Product Sum,AtCoder,6000,1048576,,,
p02897,AtCoder Beginner Contest 142 - Odds of Oddness,AtCoder,2000,1048576,,,
p02898,AtCoder Beginner Contest 142 - Roller Coaster,AtCoder,2000,1048576,,,
p02899,AtCoder Beginner Contest 142 - Go to School,AtCoder,2000,1048576,,,
p02900,AtCoder Beginner Contest 142 - Disjoint Set of Common Divisors,AtCoder,2000,1048576,,,
p02901,AtCoder Beginner Contest 142 - Get Everything,AtCoder,2000,1048576,,,
p02902,AtCoder Beginner Contest 142 - Pure,AtCoder,2000,1048576,,,
p02903,AtCoder Grand Contest 038 - 01 Matrix,AtCoder,2000,1048576,,,
p02904,AtCoder Grand Contest 038 - Sorting a Segment,AtCoder,2000,1048576,,,
p02905,AtCoder Grand Contest 038 - LCMs,AtCoder,2000,1048576,,,
p02906,AtCoder Grand Contest 038 - Unique Path,AtCoder,2000,1048576,,,
p02907,AtCoder Grand Contest 038 - Gachapon,AtCoder,3000,1048576,,,
p02908,AtCoder Grand Contest 038 - Two Permutations,AtCoder,8000,1048576,,,
p02909,AtCoder Beginner Contest 141 - Weather Prediction,AtCoder,2000,1048576,,,
p02910,AtCoder Beginner Contest 141 - Tap Dance,AtCoder,2000,1048576,,,
p02911,AtCoder Beginner Contest 141 - Attack Survival,AtCoder,2000,1048576,,,
p02912,AtCoder Beginner Contest 141 - Powerful Discount Tickets,AtCoder,2000,1048576,,,
p02913,AtCoder Beginner Contest 141 - Who Says a Pun?,AtCoder,2000,1048576,,,
p02914,AtCoder Beginner Contest 141 - Xor Sum 3,AtCoder,2000,1048576,,,
p02915,AtCoder Beginner Contest 140 - Password,AtCoder,2000,1048576,,,
p02916,AtCoder Beginner Contest 140 - Buffet,AtCoder,2000,1048576,,,
p02917,AtCoder Beginner Contest 140 - Maximal Value,AtCoder,2000,1048576,,,
p02918,AtCoder Beginner Contest 140 - Face Produces Unhappiness,AtCoder,2000,1048576,,,
p02919,AtCoder Beginner Contest 140 - Second Sum,AtCoder,2000,1048576,,,
